city,state,shape,Sight_Date,Sight_Time,Sight_Weekday,Sight_Day,Sight_Month
Boise,ID,Triangle,2016-02-02,01:15:00,Tuesday,2,2
Granite Bay,CA,Other,2016-02-01,22:00:00,Monday,1,2
Sebastopol,CA,Light,2016-02-01,22:00:00,Monday,1,2
Los Angeles,CA,Circle,2016-02-01,22:00:00,Monday,1,2
Charleston,SC,Sphere,2016-02-01,21:55:00,Monday,1,2
Rochester,NY,Light,2016-02-01,21:42:00,Monday,1,2
Port Orange,FL,Fireball,2016-02-01,19:30:00,Monday,1,2
Milwaukee,WI,Fireball,2016-02-01,18:30:00,Monday,1,2
Sun Prairie,WI,Light,2016-02-01,18:30:00,Monday,1,2
Lombard,IL,Disk,2016-02-01,18:25:00,Monday,1,2
Kearns,UT,Changing,2016-02-01,11:58:00,Monday,1,2
South Windsor,CT,Sphere,2016-02-01,08:45:00,Monday,1,2
Lupton City,TN,Disk,2016-02-01,06:38:00,Monday,1,2
Paradise Valley,AZ,Disk,2016-02-01,00:00:00,Monday,1,2
St. Helens,OR,Formation,2016-03-31,23:30:00,Thursday,31,3
Shasta Lake,CA,Fireball,2016-03-31,22:05:00,Thursday,31,3
Arlington,TX,Oval,2016-03-31,22:02:00,Thursday,31,3
Rehoboth Beach,DE,Oval,2016-03-31,20:30:00,Thursday,31,3
Ft. Lauderdale,FL,Light,2016-03-31,17:30:00,Thursday,31,3
Portland,OR,Light,2016-03-31,02:00:00,Thursday,31,3
Redmond,OR,Light,2016-03-31,00:21:00,Thursday,31,3
Burien,WA,Disk,2016-03-30,00:00:00,Wednesday,30,3
Phoenix,AZ,Changing,2016-03-30,23:00:00,Wednesday,30,3
Columbus,GA,Other,2016-03-30,21:00:00,Wednesday,30,3
Sacramento,CA,Sphere,2016-03-30,13:30:00,Wednesday,30,3
New York City (Queens),NY,Oval,2016-03-30,07:55:00,Wednesday,30,3
Surprise,AZ,Other,2016-03-30,05:00:00,Wednesday,30,3
Maywood,CA,Circle,2016-03-30,00:30:00,Wednesday,30,3
High Point,NC,Disk,2016-03-30,00:00:00,Wednesday,30,3
Corydon,IN,Triangle,2016-03-30,00:00:00,Wednesday,30,3
Winston-Salem,NC,Fireball,2016-03-30,00:00:00,Wednesday,30,3
Irondequoit,NY,Circle,2016-03-29,23:01:00,Tuesday,29,3
Myrtle Beach,SC,Circle,2016-03-29,22:15:00,Tuesday,29,3
Shelton,WA,Light,2016-03-29,20:51:00,Tuesday,29,3
Verona,WI,Triangle,2016-03-29,20:25:00,Tuesday,29,3
Auburn,NY,Triangle,2016-03-29,20:14:00,Tuesday,29,3
Windham,NH,Triangle,2016-03-29,20:00:00,Tuesday,29,3
Crestline,CA,Disk,2016-03-29,19:39:00,Tuesday,29,3
Dedham,MA,Formation,2016-03-29,19:00:00,Tuesday,29,3
Surprise,AZ,Disk,2016-03-29,17:00:00,Tuesday,29,3
Aurora,CO,Triangle,2016-03-29,15:30:00,Tuesday,29,3
Denver Metro,CO,Light,2016-03-29,14:30:00,Tuesday,29,3
Royal Palm Beach,FL,Flash,2016-03-29,06:45:00,Tuesday,29,3
Boca Raton,FL,Fireball,2016-03-29,06:40:00,Tuesday,29,3
Port Saint Lucie,FL,Sphere,2016-03-29,06:25:00,Tuesday,29,3
St. Paul,MN,Triangle,2016-03-29,02:00:00,Tuesday,29,3
Hamden,CT,Flash,2016-03-28,23:45:00,Monday,28,3
North Myrtle Beach,SC,Cigar,2016-03-28,22:00:00,Monday,28,3
Monroe,NC,Other,2016-03-28,21:30:00,Monday,28,3
Mt. Juliet,TN,Flash,2016-03-28,21:05:00,Monday,28,3
Rochester,IL,Fireball,2016-03-28,21:00:00,Monday,28,3
Wentzvillle,MO,Light,2016-03-28,20:45:00,Monday,28,3
Stafford,VA,Circle,2016-03-28,19:49:00,Monday,28,3
Tucson,AZ,Light,2016-03-28,12:30:00,Monday,28,3
Glenwood Springs,CO,Disk,2016-03-28,06:30:00,Monday,28,3
Lakside,MT,Fireball,2016-03-28,04:25:00,Monday,28,3
Paradise,CA,Flash,2016-03-28,00:15:00,Monday,28,3
Gum Springs,AR,Light,2016-03-27,21:32:00,Sunday,27,3
Santa Maria,CA,Disk,2016-03-27,20:50:00,Sunday,27,3
Bakersfield,CA,Fireball,2016-03-27,20:45:00,Sunday,27,3
Naples,FL,Circle,2016-03-27,20:30:00,Sunday,27,3
Lubbock,TX,Rectangle,2016-03-27,18:00:00,Sunday,27,3
Los Angeles,CA,Sphere,2016-03-27,17:00:00,Sunday,27,3
Oklahoma City,OK,Sphere,2016-03-26,23:40:00,Saturday,26,3
Pelican,AK,Sphere,2016-03-26,23:30:00,Saturday,26,3
Cedaredge,CO,Flash,2016-03-26,23:15:00,Saturday,26,3
Glenview,IL,Light,2016-03-26,22:30:00,Saturday,26,3
Sequim,WA,Fireball,2016-03-26,22:30:00,Saturday,26,3
El Paso,TX,Triangle,2016-03-26,22:30:00,Saturday,26,3
Riverside,CA,Light,2016-03-26,21:55:00,Saturday,26,3
White Plains,MD,Light,2016-03-26,21:55:00,Saturday,26,3
New Lexington,OH,Disk,2016-03-26,21:20:00,Saturday,26,3
Baltimore,MD,Oval,2016-03-26,20:30:00,Saturday,26,3
Pembroke Pines,FL,Fireball,2016-03-26,20:15:00,Saturday,26,3
Sarasota,FL,Circle,2016-03-26,20:15:00,Saturday,26,3
Globe,AZ,Rectangle,2016-03-26,18:30:00,Saturday,26,3
North Hollywood,CA,Light,2016-03-26,18:00:00,Saturday,26,3
York,PA,Circle,2016-03-26,15:30:00,Saturday,26,3
Fort Collins,CO,Triangle,2016-03-26,14:30:00,Saturday,26,3
Bridgton,ME,Circle,2016-03-25,23:00:00,Friday,25,3
Reseda,CA,Triangle,2016-03-25,22:00:00,Friday,25,3
Acworth,GA,Circle,2016-03-25,22:00:00,Friday,25,3
Kirkland/Kenmore,WA,Sphere,2016-03-25,22:00:00,Friday,25,3
Bainbridge Island,WA,Light,2016-03-25,21:00:00,Friday,25,3
Milwaukie,OR,Triangle,2016-03-25,20:00:00,Friday,25,3
Paragould,AR,Other,2016-03-25,19:30:00,Friday,25,3
Fairbanks,AK,Sphere,2016-03-25,17:30:00,Friday,25,3
Mojave,CA,Other,2016-03-25,15:00:00,Friday,25,3
Gouldsboro,PA,Triangle,2016-03-25,14:00:00,Friday,25,3
Jackson,KY,Triangle,2016-03-25,04:38:00,Friday,25,3
Lakewood,NJ,Triangle,2016-03-25,03:45:00,Friday,25,3
Albuquerque,NM,Triangle,2016-03-25,02:00:00,Friday,25,3
Chester,VA,Disk,2016-03-24,22:50:00,Thursday,24,3
Lorenzo,TX,Light,2016-03-24,21:30:00,Thursday,24,3
Gainesville,FL,Flash,2016-03-24,21:10:00,Thursday,24,3
Meadow Creek,KY,Sphere,2016-03-23,23:00:00,Wednesday,23,3
North Haven,CT,Changing,2016-03-23,22:00:00,Wednesday,23,3
Pawleys Island,SC,Light,2016-03-23,21:58:00,Wednesday,23,3
Stratham,NH,Rectangle,2016-03-23,21:20:00,Wednesday,23,3
Jacksonville,FL,Fireball,2016-03-23,21:10:00,Wednesday,23,3
Eugene,OR,Triangle,2016-03-23,21:00:00,Wednesday,23,3
Fairbanks,AK,Triangle,2016-03-23,21:00:00,Wednesday,23,3
Largo,FL,Light,2016-03-23,20:40:00,Wednesday,23,3
Poinciana,FL,Triangle,2016-03-22,22:53:00,Tuesday,22,3
Ocean Isle Beach,NC,Light,2016-03-22,22:20:00,Tuesday,22,3
Philadelphia,PA,Other,2016-03-22,21:29:00,Tuesday,22,3
Kelso,WA,Fireball,2016-03-22,21:00:00,Tuesday,22,3
New Port Richey,FL,Oval,2016-03-22,08:43:00,Tuesday,22,3
Byrdstown,TN,Disk,2016-03-22,03:45:00,Tuesday,22,3
Baltimore,MD,Oval,2016-03-22,03:15:00,Tuesday,22,3
Placheville,LA,Rectangle,2016-03-22,00:00:00,Tuesday,22,3
Bloomington,IL,Disk,2016-03-22,00:00:00,Tuesday,22,3
Westminster,MD,Circle,2016-03-21,23:55:00,Monday,21,3
Hampton,VA,Sphere,2016-03-21,23:15:00,Monday,21,3
New York City (Queens),NY,Light,2016-03-21,21:45:00,Monday,21,3
Des Plaines,IL,Fireball,2016-03-21,21:30:00,Monday,21,3
Denver,CO,Circle,2016-03-21,21:26:00,Monday,21,3
West Grove,PA,Circle,2016-03-21,20:45:00,Monday,21,3
Albuquerque,NM,Sphere,2016-03-21,13:00:00,Monday,21,3
Highland,IN,Other,2016-03-21,03:18:00,Monday,21,3
Bowling Green,KY,Light,2016-03-21,02:08:00,Monday,21,3
Wylie and Rowlett,TX,Fireball,2016-03-21,00:00:00,Monday,21,3
West Grove,PA,Fireball,2016-03-20,20:00:00,Sunday,20,3
Canton,MI,Light,2016-03-20,19:30:00,Sunday,20,3
Denver,CO,Cigar,2016-03-20,11:45:00,Sunday,20,3
Cincinnati,OH,Light,2016-03-20,11:30:00,Sunday,20,3
Elbert,CO,Other,2016-03-20,05:30:00,Sunday,20,3
Albuquerque,NM,Light,2016-03-20,01:26:00,Sunday,20,3
Santa Cruz,CA,Fireball,2016-03-20,00:00:00,Sunday,20,3
Lafayette,LA,Oval,2016-03-19,21:00:00,Saturday,19,3
Albany,OR,Triangle,2016-03-19,20:13:00,Saturday,19,3
New York City (Bronx),NY,Formation,2016-03-19,19:45:00,Saturday,19,3
Sacramento,CA,Other,2016-03-19,13:00:00,Saturday,19,3
Colorado Springs,CO,Changing,2016-03-19,06:30:00,Saturday,19,3
Cody,WY,Other,2016-03-19,01:30:00,Saturday,19,3
Lincoln,NE,Triangle,2016-03-18,23:45:00,Friday,18,3
Spokane Valley,WA,Circle,2016-03-18,23:05:00,Friday,18,3
Castro Valley,CA,Triangle,2016-03-18,22:25:00,Friday,18,3
Sutherlin,OR,Circle,2016-03-18,21:45:00,Friday,18,3
Grants Pass,OR,Sphere,2016-03-18,21:35:00,Friday,18,3
Barefoot Bay,FL,Fireball,2016-03-18,21:00:00,Friday,18,3
Eau Gallie,FL,Fireball,2016-03-18,21:00:00,Friday,18,3
Felton,DE,Circle,2016-03-18,20:30:00,Friday,18,3
Mesa,AZ,Triangle,2016-03-18,20:20:00,Friday,18,3
Port St. Lucie,FL,Fireball,2016-03-18,20:00:00,Friday,18,3
Independence,MO,Light,2016-03-18,18:00:00,Friday,18,3
Sinking Spring,PA,Disk,2016-03-18,17:00:00,Friday,18,3
Indian Trail,NC,Flash,2016-03-18,17:00:00,Friday,18,3
Ludlow,MA,Sphere,2016-03-18,16:40:00,Friday,18,3
Portsmouth,VA,Oval,2016-03-18,11:15:00,Friday,18,3
Portsmouth,VA,Oval,2016-03-18,11:15:00,Friday,18,3
Canton,MI,Triangle,2016-03-18,06:00:00,Friday,18,3
Clinton,MI,Light,2016-03-18,00:32:00,Friday,18,3
Newport Beach,CA,Disk,2016-03-18,00:00:00,Friday,18,3
Glide,OR,Light,2016-03-18,00:00:00,Friday,18,3
Castro Valley,CA,Triangle,2016-03-17,22:40:00,Thursday,17,3
Stamford,CT,Light,2016-03-17,22:00:00,Thursday,17,3
Chula Vista,CA,Fireball,2016-03-17,21:25:00,Thursday,17,3
San Ysidro (Baja??),CA,Oval,2016-03-17,20:55:00,Thursday,17,3
Goshen,IN,Circle,2016-03-17,20:34:00,Thursday,17,3
Madison,WI,Disk,2016-03-17,20:10:00,Thursday,17,3
Zephyrhills,FL,Fireball,2016-03-17,19:28:00,Thursday,17,3
Marshall,MO,Other,2016-03-17,06:05:00,Thursday,17,3
Pine Grove,CA,Sphere,2016-03-17,05:30:00,Thursday,17,3
Pueblo,CO,Triangle,2016-03-17,05:00:00,Thursday,17,3
Lagrange,NY,Light,2016-03-17,04:00:00,Thursday,17,3
Sterling,IL,Disk,2016-03-17,01:45:00,Thursday,17,3
Franklin Furnace,OH,Flash,2016-03-17,01:30:00,Thursday,17,3
Murray,KY,Disk,2016-03-16,23:28:00,Wednesday,16,3
Santa Fe,NM,Triangle,2016-03-16,21:40:00,Wednesday,16,3
Turlock,CA,Light,2016-03-16,21:40:00,Wednesday,16,3
Kernersville,NC,Fireball,2016-03-16,21:15:00,Wednesday,16,3
Ormond Beach,FL,Fireball,2016-03-16,21:00:00,Wednesday,16,3
Denver,CO,Formation,2016-03-16,21:00:00,Wednesday,16,3
Anniston,AL,Flash,2016-03-16,20:30:00,Wednesday,16,3
Nogal,NM,Sphere,2016-03-16,20:00:00,Wednesday,16,3
Forrest City,AR,Sphere,2016-03-16,15:30:00,Wednesday,16,3
Mount Shasta,CA,Cigar,2016-03-16,14:00:00,Wednesday,16,3
Huron,OH,Disk,2016-03-16,00:00:00,Wednesday,16,3
Auburn,AL,Sphere,2016-03-15,22:15:00,Tuesday,15,3
Plymouth Meeting,PA,Triangle,2016-03-15,21:00:00,Tuesday,15,3
Canton,CT,Other,2016-03-15,20:45:00,Tuesday,15,3
Barstow,CA,Other,2016-03-15,20:04:00,Tuesday,15,3
Omak,WA,Oval,2016-03-15,20:00:00,Tuesday,15,3
Fort Lauderdale,FL,Fireball,2016-03-15,19:28:00,Tuesday,15,3
Benicia,CA,Other,2016-03-15,16:30:00,Tuesday,15,3
Saver,PA,Disk,2016-03-15,08:15:00,Tuesday,15,3
Phoenix,AZ,Formation,2016-03-15,02:40:00,Tuesday,15,3
Myrtle Beach,SC,Triangle,2016-03-15,02:30:00,Tuesday,15,3
Myrtle Beach,SC,Triangle,2016-03-15,02:00:00,Tuesday,15,3
South Pasadena,FL,Formation,2016-03-15,00:05:00,Tuesday,15,3
Lookout Mountain,GA,Circle,2016-03-15,00:00:00,Tuesday,15,3
Hesperia,CA,Light,2016-03-14,22:50:00,Monday,14,3
Irrigon,OR,Changing,2016-03-14,22:20:00,Monday,14,3
Brooksville,FL,Other,2016-03-14,20:55:00,Monday,14,3
Orlando,FL,Cigar,2016-03-14,13:01:00,Monday,14,3
Farmington,NM,Other,2016-03-14,03:00:00,Monday,14,3
Portland,OR,Disk,2016-03-14,02:30:00,Monday,14,3
Anchorage,AK,Light,2016-03-14,00:15:00,Monday,14,3
Huntington Beach,CA,Flash,2016-03-13,22:58:00,Sunday,13,3
Raleigh,NC,Circle,2016-03-13,22:30:00,Sunday,13,3
Pueblo,CO,Formation,2016-03-13,21:30:00,Sunday,13,3
Ravena,NY,Light,2016-03-13,21:30:00,Sunday,13,3
Los Fresnos,TX,Light,2016-03-13,21:00:00,Sunday,13,3
Mineral Springs,NC,Light,2016-03-13,20:30:00,Sunday,13,3
Ft. Pierce,FL,Circle,2016-03-12,23:55:00,Saturday,12,3
Deltona,FL,Triangle,2016-03-12,23:30:00,Saturday,12,3
Scottsdale,AZ,Other,2016-03-12,22:20:00,Saturday,12,3
Rosman,NC,Light,2016-03-12,22:20:00,Saturday,12,3
Eden Prairie,MN,Circle,2016-03-12,21:00:00,Saturday,12,3
Bridgton,ME,Light,2016-03-12,20:00:00,Saturday,12,3
Paris,TX,Light,2016-03-12,19:56:00,Saturday,12,3
West Palm Beach,FL,Disk,2016-03-12,19:45:00,Saturday,12,3
Lake Charles,LA,Circle,2016-03-12,18:45:00,Saturday,12,3
Cumberland Center,ME,Disk,2016-03-12,18:00:00,Saturday,12,3
Grand Rapids,MI,Light,2016-03-12,05:47:00,Saturday,12,3
Kotzebue,AK,Light,2016-03-12,03:00:00,Saturday,12,3
Greeley,CO,Circle,2016-03-12,01:12:00,Saturday,12,3
Burlington,CT,Disk,2016-03-12,00:30:00,Saturday,12,3
McHenrry,IL,Triangle,2016-03-11,23:59:00,Friday,11,3
Elkridge,MD,Sphere,2016-03-11,23:30:00,Friday,11,3
Lincoln,NE,Light,2016-03-11,22:25:00,Friday,11,3
Kokomo,IN,Triangle,2016-03-11,22:00:00,Friday,11,3
Charlotte,NC,Circle,2016-03-11,22:00:00,Friday,11,3
Ashland,NE,Light,2016-03-11,21:40:00,Friday,11,3
Reston,VA,Light,2016-03-11,21:30:00,Friday,11,3
Venice,FL,Disk,2016-03-11,21:00:00,Friday,11,3
Springfield,VA,Circle,2016-03-11,20:45:00,Friday,11,3
Stafford,VA,Circle,2016-03-11,20:30:00,Friday,11,3
Northampton,PA,Light,2016-03-11,20:30:00,Friday,11,3
Stafford,VA,Circle,2016-03-11,20:30:00,Friday,11,3
Superior,AZ,Rectangle,2016-03-11,19:30:00,Friday,11,3
Manchester,NH,Disk,2016-03-11,18:45:00,Friday,11,3
Irmo,SC,Fireball,2016-03-11,08:00:00,Friday,11,3
Dillingham,AK,Triangle,2016-03-11,07:00:00,Friday,11,3
Stirling,NJ,Flash,2016-03-11,04:38:00,Friday,11,3
Pittsburgh,PA,Circle,2016-03-11,03:10:00,Friday,11,3
West Farmington,NM,Formation,2016-03-11,02:48:00,Friday,11,3
East Greenwich,RI,Disk,2016-03-11,00:35:00,Friday,11,3
Ponte Vedra,FL,Circle,2016-03-10,21:03:00,Thursday,10,3
Oshkosh,WI,Other,2016-03-10,21:00:00,Thursday,10,3
Lake Havasu City,AZ,Light,2016-03-10,19:00:00,Thursday,10,3
East Longmeadow,MA,Triangle,2016-03-09,18:00:00,Wednesday,9,3
Denton,MD,Oval,2016-03-09,14:30:00,Wednesday,9,3
Silver Spring,MD,Triangle,2016-03-09,06:00:00,Wednesday,9,3
Biscoe,NC,Light,2016-03-09,04:15:00,Wednesday,9,3
Grand Forks,ND,Light,2016-03-09,04:00:00,Wednesday,9,3
Graham,NC,Light,2016-03-09,02:00:00,Wednesday,9,3
Steamboat Springs,CO,Light,2016-03-08,22:46:00,Tuesday,8,3
Castaic,CA,Formation,2016-03-08,22:00:00,Tuesday,8,3
Van Buren,AR,Triangle,2016-03-08,20:39:00,Tuesday,8,3
Glenview,IL,Fireball,2016-03-08,20:20:00,Tuesday,8,3
Bel Air,MD,Triangle,2016-03-08,19:20:00,Tuesday,8,3
Farmingdale,NY,Other,2016-03-08,16:35:00,Tuesday,8,3
New York City (Brooklyn),NY,Changing,2016-03-08,11:45:00,Tuesday,8,3
Chatsworth,GA,Circle,2016-03-08,03:00:00,Tuesday,8,3
Wilmington,MA,Flash,2016-03-07,23:59:00,Monday,7,3
Ogden,UT,Sphere,2016-03-07,23:00:00,Monday,7,3
Ocklawaha,FL,Disk,2016-03-07,21:00:00,Monday,7,3
Lamberton,MN,Triangle,2016-03-07,20:30:00,Monday,7,3
Burke,VA,Triangle,2016-03-07,20:00:00,Monday,7,3
Jefferson City,MO,Sphere,2016-03-07,19:05:00,Monday,7,3
Nags Head,NC,Disk,2016-03-07,15:00:00,Monday,7,3
Boulder,CO,Light,2016-03-07,09:24:00,Monday,7,3
Kill Devil Hills,NC,Light,2016-03-07,01:52:00,Monday,7,3
Greenbelt,MD,Light,2016-03-07,01:00:00,Monday,7,3
St. George,UT,Triangle,2016-03-06,23:00:00,Sunday,6,3
Pelham,AL,Sphere,2016-03-06,22:57:00,Sunday,6,3
Hurricane,WV,Fireball,2016-03-06,21:30:00,Sunday,6,3
Riverside,CA,Fireball,2016-03-06,20:28:00,Sunday,6,3
Columbus,OH,Light,2016-03-06,20:00:00,Sunday,6,3
Hayesville,NC,Fireball,2016-03-06,20:00:00,Sunday,6,3
Orange,MA,Changing,2016-03-06,20:00:00,Sunday,6,3
